DUSP5	MAPK8
EEF2K	EEF2
UBE2I	NUP214
SORBS1	CRK
CDK4	ARIH2
HNF1A	SLC2A2
EGFR	PLSCR1
PSMB1	CKS1B
CDC42	IQGAP1
RELA	NCOR2
SLC18A3	STX1A
LAMA5	ITGB4
PSMA5	PSMB5
POLR2C	TH1L
PRKCH	MAPK1
MET	RASA1
CREBBP	HDAC7
HECTD3	AURKA
LAMB4	CD44
EIF2S1	RPSA
INADL	CLDN15
MAPK1	MAPKSP1
ITGB4	PRKCA
COPS5	ARNT
U2AF1	SNRNP70
GNB1	MAP2K6
ITGB7	KCNH2
PDGFRB	PLCG1
IGHE	LYN
F5	PROC
SFN	LAMC2
FGFR4	STAT1
FGF7	JUN
GDNF	MAPK8
EDN1	GNAS
THBS4	SDC2
DLG1	PLSCR1
AURKB	ZBED1
PSMB7	PSMB5
RPS4X	RPS28
ARAP2	HRAS
WHSC2	POLR2H
CAV1	KDR
BTRC	RELA
AKT1	CASP9
FGFR4	SHC2
STAT5A	HSD17B4
CCNE1	E2F1
IL23R	STAT4
LOC652614	KLRC1
PSMB3	CDC23
FYN	CTNNB1
INSRR	PIK3CG
PXN	PTK2B
CD247	SYK
TGFB1	IL8
CEBPA	FOS
NTRK1	MAPK3
CD8A	CD80
CD3E	CD3D
ITGA2	BCAR1
NGF	RELA
MS	MBP
FGFR4	SOS1
HIF1A	AGT
PAAF1	UBE2D1
HDAC2	RBPJL
CLK2	PRDM10
CD3G	DBNL
FGF13	PDGFRA
PSMA6	PSMD13
PLCB3	CAMK2B
GNAI2	CDC42
IL5	MAPK3
CTRL	PPBP
MAX	CAD
DVL2	WASL
CSNK2A1	L1CAM
PTK2	NCK2
MAST1	GRK5
MAX	TMEM126A
F2	SLC9A3R1
TAF4B	TAF10
GTF2H3	GTF2A2
XIAP	BMP2
TNFRSF10B	CD40
OCLN	CLDN6
GNAI2	AKT1
MAP2K1	PIK3CG
FGF13	VEGFA
MAPK14	MAPKAPK3
IL12RB1	JAK2
PAX6	MEHMO
NFATC1	PPP3R2
RPL10	RPL28
NFKB1	IL12B
PLK1	AZI1
CCL5	CXCR5
PRKCA	STAT3
TRRAP	NCL
HES1	TLE1
HDAC7	SLC2A1
ERBB4	PRLR
PIK3R3	ABI1
GNG2	CD3E
TP53	CCNG1
CCL21	CCR9
SSH2	CFL1
ANAPC1	AXIN1
TCF7L1	BIRC5
BMP4	MAP3K7IP2
COL11A1	SDC1
SUCLA2	CTNNB1
HLA-G	KIR2DL2
TP53	TP73
FBXO11	NEDD8
FADD	CFLAR
CSNK2A1	RMI1
MAPK3	DUSP4
TNF	CSF2
CACNB4	CACNB1
ERCC5	ERCC1
PSMB7	PSMD7
PSMC6	PSMA8
ADRBK1	CXCR5
PAFAH1B1	FGFR1OP
EZR	ITGB1
ID2	TCF4
PSMD3	PSMD1
COL5A1	ITGA2
ANAPC4	BUB1B
IL28A	IL10RB
LBP	LTB4R
IFT172	GLI2
STAT3	HIF1A
RPL35	RPS15A
PML	SP100
CEP152	CEP78
PSMA7	PSMB10
IRF1	TERT
SPP1	ITGB6
STK17A	ZNF160
STAT5A	FAS
NPM1	EIF2AK2
CHP	PLCB2
RPL26	RPS5
CTNNA2	ACTN4
FGFR1	SOS2
POLR2D	POLR2J
MNAT1	CDK4
MAPK14	LOC729991-MEF2B
FAM49B	IFNA1
IL2RG	MAPK11
NRXN2	NLGN2
E2F1	NFKB1
CDC27	FZR1
HDAC1	RBBP4
BCL2L1	BID
LOC100291837	RPL18A
ABI2	WASF3
PSME4	ANAPC1
CCL22	CX3CR1
NFASC	CNTNAP1
CHAF1A	CHAF1B
KDM1A	HEY1
GRPR	GNA11
COL4A6	ITGB7
TP53	DUSP5
MAPK10	BCL2L11
RBBP7	SMAD3
ETS2	ETS1
ARPC4	ARPC1A
TOP2A	CAD
PAFAH1B1	CDC42
HDAC7	HIST2H4A
PSMD7	PSMD8
EPB41L1	CASK
DYRK2	DNMT3A
CD3D	PTPN6
SREBF1	MTTP
CDK4	NCL
CDK3	PPP2CA
TUBB	PLK4
EIF4E	PTBP1
KDM3A	NKX3-1
FEN1	POLD3
CCL11	CXCR4
CYTH4	ARF1
SMAD2	SMAD4
SOCS2	CNTFR
GRB2	MAP3K1
NCK2	RAC1
IQGAP1	MAPK1
PAK1	CASP1
INHBE	ACVR1
UHMK1	ZYX
VTN	PI4KB
HSPA2	MAPK8
DAB1	ITGA3
MAPK12	ELK4
INHBE	INHBA
SPI1	TBP
PPP3CA	ANAPC10
PSMC4	RAD23B
FRS2	FGF10
HBA2	RPL27A
PSMD2	PSMD7
ITGB3BP	ITGB3
SOCS2	IL22RA2
PAN2	EIF4G1
SRC	TRIP6
TGFBR1	DAXX
CCL17	CXCR5
TLR6	IL17A
AKT1S1	AKT3
HMGB1	ITGB2
MAPKAPK5	CBL
TJP3	TJP1
BMP1	BMP7
CALM2	CAMK2G
STK38	CTTN
TUBA4A	CEP250
ANAPC1	CTNNB1
SOCS2	IFNG
MAP3K3	TNF
INPP5K	PRKCI
SYK	PRKCA
IRAK3	OTUD7B
STAT5A	SOCS2
PIK3CG	RAC2
TGFBR2	RCHY1
NCKAP1	NCKAP1L
CDC20	UBE2C
CTNNA3	ACTG1
PRKCA	SMC3
HBEGF	SOS1
IL1R1	MAP3K1
MAPK14	BFAR
PLK3	XRCC1
ACTN2	PXN
PTH	MAPK1
HLA-DRB1	SHC3
NCK1	PDGFRB
CXCL12	CCR3
RPS27	RPS20
AKT3	PIK3R3
LAMA4	RAC1
ASPN	TGFB1
PSMA8	POMP
SMAD2	MAX
ICAM4	ITGAL
ZAP70	CRY1
CXCL12	GNA13
CAMK2G	STMN1
IL12RB1	NFKB1
SMC4	NCAPH
PPP2R2A	TGFB2
HBA2	RPS12
SAA1	HMOX1
IRF8	SLC11A1
SNRNP70	SNRPA1
FLT1	AKT3
PSMD4	UBXN1
TGFB1	AVP
C5	GPR77
FGFR2	PIK3R5
TP73	PEA15
STK16	RAP1A
ERCC8	TCEA1
CBLB	PRLR
PPP1R3D	GYS1
CD40	IRF1
TLR2	DEFB4
FGF16	EGFR
S1PR4	MAPK3
NUP35	NCBP1
TGFB2	SMAD3
RETN	SLC2A1
EIF1AX	UBB
FGR	ZYX
PLK1	CLASP1
PXK	NFATC4
GTF2H1	TAF13
PXN	CEACAM1
PSMD9	PSMD8
CCL7	CCR10
WNT10B	FZD9
MYL12B	ACTG1
PDGFB	PRKCD
CCNG1	MDM2
PRKACA	CEP290
CLDN3	TJP2
MAPK3	RPS6KA2
AKT3	PIK3CG
TP53	TP53I3
CYCS	FAS
PTGS2	HGF
MNAT1	CDK1
AP2A1	LDLRAP1
NPHS1	TRPC6
TYK2	STAT6
F7	F10
VAV2	RAC1
LRBA	LITAF
TIMP1	MMP9
JAK2	IGF1R
RPL19	RPS11
PRKCG	RHOA
IKZF1	IKZF3
CCL21	CCR7
SP1	ENG
RAC1	MAPK10
PIAS3	NFKB1
PICALM	EGFR
LAMA3	SV2B
IDE	UBR1
HES1	ID2
ANAPC11	MYCBP2
TGFB1	BGN
CTLA4	TNFSF11
FGR	GAB1
STEAP3	BNIP3L
CTTN	ACTR3
STAT3	SOCS4
ASPH	HIF1A
FLNB	ITGA5
GNAI1	FYN
STK17A	ARID3A
DCTN3	CEP110
RIPK2	MAP3K7
STK36	HLCS
HOXB13	TCF7L2
ITGA1	RHOA
ACTN2	CAPN1
EGF	PIK3R3
TFDP2	HIC1
PRKAB2	PRKAA2
HLA-B	KIR2DL5A
RPSA	RPS18
CDKN1B	LGR4
ZAP70	SH2B3
FGF21	MET
INS	PIK3CA
GTF2H1	POLR2F
SMARCA2	KLK3
PIK3R1	SGMS1
NCSTN	CDH1
PSMB6	ANAPC2
TP53	PERP
SPEN	GRIP1
CDC27	LOC650621
RPL22	FXR2
PELI1	TRAF6
FZD2	PTPN11
E2F5	RBL2
MAPK3	PTPN5
CDK9	PTBP1
GTF2H4	GTF2A2
HNF1A	IGFBP1
EIF2S2	RPSA
RPS3A	RPS11
IRAK1	IL1B
RPLP1	RPS29
PRKCE	SRC
PSMA1	PSMB4
CASP2	HTT
GLB1	USF1
GSK3A	PSEN1
E2F4	TFDP2
GFAP	PRNP
CCL11	PTGER1
ZAP70	PRKCQ
POLR2A	POLR2D
EIF6	RPS26
PPBPL1	CCR9
FGF1	FGFR3
GAB1	PIK3R5
TPR	GEMIN7
RND3	EIF4EBP1
CDK6	SFN
BMX	HCLS1
CDC7	MCM5
COL1A2	ITGA5
PSMD12	TRAF6
POMC	CYP17A1
TNF	RELA
AXIN1	APC
MYH7	MYL5
CDC23	CCNB1
HLA-E	KIR2DL3
CDK6	HLCS
JAK3	KRAS
FLNA	ITGA4
HCK	EGF
ARF1	COP
PTPN11	SMPD1
CEP152	PRKAR2B
PCM1	NEDD1
PIP4K2A	SCIN
HSPA8	SMAD3
IFNA1	ERVK2
CSNK1A1	GLI1
GNAI3	BCAR1
BARD1	BRCA1
PTPN6	JAK2
F2R	GNGT1
PLK1	TUBB2C
ELK1	EGR1
RPS11	RPS9
DYNLL1	TUBG1
PSMF1	TRIP12
LYN	PTPN6
CCL13	CXCR2
DFFA	CAD
FGFR2	SH3GLB1
PKN1	CSRP3
TNFSF12	TRAF2
NFATC3	IL4
FGF2	CREB1
ABCC3	ALB
NCF2	MAPK14
STK17A	NUP35
PSMC2	PSMD3
PSMB8	SHFM1
SGK1	MTA1
PKC	BCL2
COL11A2	ITGB3
RAC1	DVL1
TNFRSF1A	CASP3
CLDN15	CLDN1
CDKN2D	CCND2
F2R	GNA11
SNRPA1	SNRPE
RAP2A	INTS3
PRKCE	PTK2B
MAPK1	GJA1
POLR2B	POLR2I
ACTR3	ARPC4
NDRG2	SOCS1
TLR4	TRAF6
FHL2	ITGA1
CAMKK1	PSMA6
FN1	IGF1R
TGFBR1	SHC3
FTL	RPS8
GZMB	CASP3
GNG7	PIK3CG
RASA1	CAV2
ITGB7	PRKCB
PSMB1	PSMF1
MAP3K5	MAPK8IP3
SRF	FHL2
CTNNB1	PIK3CA
MAPK9	PRKAR1A
FLNB	ITGA8
CDC25B	CDK1
CLDN4	CLDN8
PSMB5	PSMB9
NCOA1	ESR1
PLCG1	SH2D4A
CCL4	CCR6
ADD1	ID3
POLD1	RFC1
MAPK1	HSPB1
PPP3CA	PPP1R1A
PLCG1	SRC
NTF4	MAPK3
ITGB3	PRKCG
ESR1	PISD
PRKACB	PTK2
TIPIN	CLSPN
NPY6R	CDH1
NTRK2	NTF3
XCL1	CX3CR1
GRIN2A	PTPN11
STAT5A	TRA@
ALCAM	CD6
CLK2	HLCS
CALML6	PPP3CB
ITGAD	BCAR1
GTF2H1	ERCC5
LCK	LAX1
RPL18	RPS28
PTPN1	INS
WEE1	SF3B1
RUVBL1	PTMA
THPO	MAPK3
SRY	KLK3
EGFR	SH3GL1
EIF2S2	RPS29
GNG7	PIK3R5
F2	SDC4
CDK4	GAPDH
ITGA9	PARVG
RPS6	FXR2
PIK3CB	RAC2
CHRD	BMPR2
BUB1	NOC2L
RPL22	RPS20
PDGFB	PLCG1
UBE2I	MEF2C
POLR2F	GTF2F1
RIMS1	STX1A
LAMA2	PIK3R1
CD28	CD80
PSMD8	PSMF1
GNAI3	AKT3
IL23A	CD3E
TNF	TNIK
SMAD4	DCP1A
CTNND1	FGFR1
PRKCZ	SF3B1
NGFR	IKBKB
CYP11A1	PAQR3
IL6	GH1
RAPGEF1	RAP1A
CDX2	CDX1
DIABLO	RIPK1
PARVB	ITGB6
ITGA6	VASP
NFKB2	RELB
CALM1	PYGB
RPS13	FXR2
PDGFRB	PIK3R2
PRKACA	PPP1R8
COL6A1	ITGA8
MYC	HMGA1
UBE3A	PSMB6
LAMA4	ITGA3
RFC5	RFC2
CEP63	TUBB2C
RPL7A	RPS29
RPL7A	RPS14
ETS1	MMP2
MTOR	PPP3CB
CBLB	CSF2RA
RAPGEF1	SHC1
PRKCZ	MMP9
YWHAE	CDC25C
EGR3	FASLG
CISH	STAT2
PSMC5	PSMD11
MMP8	TFPI
GLI1	WNT5B
EPN2	FLT1
RPL35	RPS2
JUNB	IL13
SMAD2	RALB
RXRA	UCP1
SHC1	PRKCZ
MIR153-1	BCL2
NR0B2	TGFB1
EP300	MAML2
PRKAR2A	PRKACG
NUP50	KPNB1
IL4	NFKB1
LEPR	PRKAG2
RPL39	RPS15
PAAF1	PSMF1
DYRK3	NOC2L
TUBB	CEP72
POLA2	POLE
PPARG	MED1
RFC2	ATRIP
ANAPC5	CDK1
AP2A2	GRB2
RAC1	ARAF
BMPR1A	SMAD1
IFNG	CCNA2
RASGRP4	CACNG5
PLCG1	PLA2G3
LAMA1	YWHAZ
MAPK11	CEBPB
MYL12A	CGN
COL4A2	ITGA6
FYN	FCGR2B
PROC	MAPK3
MAPK12	CCND1
WNT3	FZD4
EPS8	LEF1
PER1	TIMELESS
CACNA1H	CACNG1
LRBA	IL32
PSMD4	SHFM1
YWHAG	ITGA6
PSMD9	PSME1
LMO4	BRCA1
CTBP1	SAP30
CDC42	MUSK
RPA3	TEP1
BTK	PLCG1
CLDN22	MPDZ
JAK2	TNF
UPF3B	THOC4
PIK3R1	DAB1
PPP1R12A	MYH11
GDF9	HAS2
CTNNA1	MET
SOCS5	CSF2RA
GJA1	TUBB2B
RPS6KA1	MITF
BAX	DIABLO
CDC42	ARHGEF7
LAMA1	TLN1
SAP18	POLR2C
MACF1	GSK3A
EPOR	STAT5A
POU2F1	PTTG1
MYB	SKI
UPF3B	NXF1
PSMB8	ANAPC5
MAP3K3	YWHAE
CBLB	IL12RB1
ERBB4	PIK3CG
GRB2	PTK2
CXCL10	CCR2
AKAP9	TUBG1
SRA1	APOA2
EIF6	RPL10
EDN1	EDNRB
IL12A	GZMA
MMP2	AMELY
PSMA3	PSMD5
KRIT1	CABIN1
ILK	PINX1
MPL	STAT5A
AKAP9	TUBA1A
PRKCI	TNF
ITGB4	KCNH2
ATF2	MMP2
NRG1	CDK5
LOC100291837	RPL6
SEC11A	RPN1
EHMT1	IGF1R
ORC3L	MCM5
LAMC2	ITGB5
AZI2	IKBKG
FASTK	SF1
GNAS	ADCY5
IGHE	ITK
LAMB1	ITGB7
PIP4K2A	ACTN2
NEK6	SRA1
PTK2	ITGB1
RPL21	RPS9
PSMD12	PAAF1
ITGA11	ITGB4
CCL22	CXCR3
CXXC4	DVL3
IL6ST	PIAS1
MYC	VEGFC
ABL1	LASP1
PSMD5	ANAPC5
HDAC1	SUMO1
CDC42	VASP
IL2RG	AKT1
ROCK1	MSN
PRKACA	PSMA8
CDC20	ANAPC4
BCL6	TP53
PPYR1	NCAPD2
BDNF	MAPK1
SMAD7	SMAD5
IL6	A2M
LAMC1	RAC1
GSK3B	NEUROD1
CXCR3	CCR3
EIF6	RPS10
RAD50	MRE11A
LAMA4	SV2A
CUL1	RELA
PIAS4	INTS3
INSR	SH2B2
WNT1	ITGB4
RPS6KA3	MTA1
FGFR4	SHC1
PPARA	FAT1
PSMA2	PSMA4
NR3C1	PCK2
SEH1L	SNRPE
CBL	BCAR1
UBR1	CUL1
SHFM1	TCEB1
PPM1A	CACNG2
PYGO1	BCL9
SNRPD2	SNRPG
ODC1	TLR2
PRKCG	PLD2
MTOR	AKT2
ADRBK1	HDAC5
CUL7	CDC27
CUL7	AURKA
CXCL14	XCR1
LCK	CD247
S1PR1	MAPK1
EIF3K	EIF3I
MAPK14	CSNK2A1
RPS18	RPS4X
INSR	PTK2
SOCS5	IL9R
GNAO1	FGR
RPL35	RPL3
HLA-F	KIR2DL3
CDK7	MDM4
YWHAB	BRAF
IL1A	NM
IFNAR1	JAK2
RPL19	RPL29
SMC1A	RAD21
ITPR2	PLCG1
ERBB4	FYN
CSNK1E	PPP1R13L
TPR	CPSF2
JAK3	NRAS
EDN1	ADCY5
STK17A	RUVBL2
PSMC4	PSMD2
SRC	PRKCI
DAXX	TP53
HDAC11	SAP30
ZFHX3	F9
CBX5	HDAC3
CENPJ	CEP72
JAK2	FASLG
DDX58	ATG5
MAPK3	FGFR2
CD14	IRF6
FGR	CRK
IL4R	IRS1
IL6	SHC1
BMPR1B	MAP3K7IP2
IFNG	TGFB1
TGFBR2	CTTN
PRL	CSN2
ITGA2	PLAUR
GAB1	PIK3R3
SHFM1	PSMD8
RPL34	RPS4X
IL2RG	SOCS1
FCER1G	LAT2
RHOA	MAPK10
PPARG	GK
CEP78	YWHAG
PIK3CB	TXK
CTNNB1	BCL2
IL6R	TYK2
UBE3A	CUL5
EP300	CDKN1A
E2F4	DHFR
CRK	EFNA5
COL4A6	GP6
EPHA4	PLCG1
GABRA1	GABRA2
AR	TMF1
GHRH	CTBP1
RAF1	BRAF
CAMK2D	PARP1
CCNE1	ANAPC7
EIF5	EIF3F
CEP110	TUBG1
SOD1	HMGCR
CCNT2	TH1L
RP6-213H19.1	LZTS1
PRKCD	SELE
PDGFRA	SPHK1
NUP43	SIP1
EGFR	PIK3R2
SIRPA	IL1RAP
LCK	MTA1
CACNA1D	CACNA1C
CDH1	IGF1
ITGB4	PKD1
AKT1	PAK1
CSNK1E	MTA1
SNCA	PSMC5
NR2F2	USF2
PRKCE	PRKAR2B
CALML6	PDE1A
GTF2H1	ERCC2
PTBP2	EIF4E
PRKCE	VCAM1
POMP	PSMD8
GAB1	PTPN11
DUSP14	MAPK9
YWHAQ	YWHAZ
RIPK2	NGF
IRAK1	MYD88
FYN	MAPK7
RARA	RXRB
CASP6	LMNB2
STAT3	TIMP1
PSME3	PSMD2
POM121	NUP43
YWHAQ	LAMC1
TNC	SDC4
VAV1	PLCG1
DIAPH1	PFN1
ADRM1	PSMC5
PRKCI	IKBKB
EP300	APOA2
PDGFRB	STAT3
MAPKAPK5	SARS
WEE1	SNUPN
CTBP1	RBBP4
SMAD4	AR
PSMB7	CKS1B
PRKCZ	GLMN
DVL1	CXXC4
FBXO31	HDAC3
PSMB11	PSMA2
STAT5A	COX2
RETN	CX3CL1
RBL1	TFDP2
ITGA6	TLN1
GNAI3	ADCY8
IFNG	IL17A
CLDN6	CLDN9
LRP8	ITGB1
EIF2S1	RPS4Y1
TP73	FOXO3
ADCY3	PRKACA
SYK	ARID3A
CCL11	CCR3
PPP2R5D	EIF4E
PPM1D	MDM2
PLCB2	PPP3CB
POLR2F	CTDP1
ACTN3	SRC
WNT5A	NFATC2
PRKX	PLN
PIP5K1C	WAS
YWHAG	TUBB2C
GLI2	MTSS1
PPP3CA	EPN1
RPL8	RPL10
PSMD1	UBR1
GDNF	BCAR1
MYC	PFKM
LAMC1	PIK3R1
YY1	GAA
EPAS1	PGF
BAMBI	TGFB3
EIF2S2	RPS17
IRF6	NM
PRKCE	PPP2R5D
GNAZ	AKT3
HLF	TNFRSF17
CSNK2A2	MAPK11
STAT3	FOXO1
FGR	EPHA4
MEGF8	HDDC2
PIK3CA	MAP2K2
CIITA	RFX5
CLK2	PHB2
ABI1	PTK2B
PPARGC1A	PPARG
CLK2	CSDC2
MDM2	EP300
UBC	RPS7
CSF2RA	CSF2
EIF2S1	RPS27A
BTK	WWP1
UBQLN1	BTRC
CEP152	TUBB2C
APC	ILK
ROCK1	GATA1
RHOA	PFN1
CCL20	CCR2
TMPRSS6	HFE2
ILF3	DUSP1
CTF1	ICAM1
UBQLN1	CDC20
PSMD8	RAD23B
INSRR	PIK3R3
RPL4	RPL29
FOXG1	CDKN1A
MAD2L2	CDC16
FASTK	CBL
MTOR	TERT
HBXIP	PTK2B
CD86	CD28
RFC4	RAD1
FGFR4	SHC3
PRKCI	NRIP2
JARID2	NKX2-5
E2F1	SULT2A1
FGF5	IGF1R
PSMF1	SKP1
RPS4X	RPS5
CCNT1	CDK1
CSK	PIK3R2
PSMD4	ANAPC5
E2F4	E2F1
CMA1	MAPK3
RPL22	RPS15
PRKCE	PAK4
MAPK1	NR1H4
CDK1	GFAP
CCKAR	GNA11
LOC100291837	RPS20
ADCY1	MTG1
ZFYVE9	TGFBR2
XCL2	CXCR1
EIF2B1	EIF2B4
PDIK1L	HCLS1
ITGB3	CBL
CCL14	CX3CR1
DYNLL1	ACTR1A
KITLG	TAL1
AP1S2	LYN
NTRK3	SH2B1
CXCL13	CCR1
ABL1	INPPL1
EPHA2	VAV2
PSMD4	PSMD10
INSR	PTPN11
PSMA8	PSMA1
CSNK2A2	RBM17
BDKRB2	GNA11
RAB1A	GORASP1
PPP2CB	REC8
PIK3AP1	PIK3R5
PRKAG2	PRKAB2
NINL	DCTN2
RASGRP3	CACNA1B
UCHL5	SLC10A2
LOC646821	ZYX
LAMA1	BIRC5
AAAS	NUP98
MAPK8	NFATC4
CAPN1	SRC
EGFR	GRB10
RPS19	RPS27
FLNA	ACTIN
JAK2	CD3E
CACNA2D1	CACNA1H
CTNND1	PIP5K1A
JUN	IL13
TEP1	DDAH2
PRKACG	GLI1
PICALM	AP2A1
FBXO43	CCNB1
ITK	LYN
EIF5	RPS15
PRKAG1	PRKACG
SMARCE1	POLR2A
CD19	PIK3CB
PSMC3	PSMC5
GRB2	WASF1
PSMA1	UBR1
TH1L	COBRA1
ACTN1	RHOA
NTRK2	SHC3
F2	F2RL2
KAT5	STAT3
ESR1	ESRRG
HSPB1	ANAPC2
CACNA1G	CACNA1I
CCNE2	CDC16
PDCD1	CD247
IL1R1	MAP3K7IP1
ATR	H2AFX
PSMA1	PSMD13
EZR	GNB1
NUP155	NXF1
LOC652346	JUP
IRAK4	TRAF6
VEGFA	EGFR
PRKAG1	PRKAR2B
EDN2	EDNRA
THBS1	SDC3
DAXX	MAP2K7
RPS25	RPS14
NGFR	MAPK8
PSMB3	PSME3
PTK2B	FGFR3
COL4A2	SDC3
PPP2R1A	YWHAH
STK16	PRKACA
PDGFB	CBL
RAC2	PIP5K1C
NPY	PPYR1
MAML2	KAT2B
OSBPL8	ABCA1
PIK3R2	SHC1
IL23R	IL24
NRIP1	NR1H3
FTL	RPLP1
ITGB7	PPP2CA
TNFRSF9	KLRK1
VEGFA	RB1
PSMA1	ANAPC10
VIP	IL6
PTH	MMP14
FGF7	EGFR
E2F4	CDC25A
RPS11	RPS15A
NFKB1	CSF2
TP53	PRDM1
BMP4	MAP3K7
MLST8	RRN3
BMPR1B	ACVR2A
POLR2B	GTF2F1
USF2	CD46
SRC	SDC2
SPP1	ITGA3
PRKACB	MTA1
TNFSF10	IKBKB
ITGA6	RPS6KB1
PF4	GNAI3
CREB3L3	CREB3L1
JAK3	CD247
GPC1	TGFB1
HLA-A	TAPBP
FANCL	FANCM
ACTL6A	NME1
CDK4	QKI
GNG10	PLCB1
NPY	POMC
GPHN	TUBB
NFKBIA	CUL1
LPAR3	TGM2
HRAS	PAK2
PRKCE	ITGB3
NEK3	APITD1
GFRA1	SHC3
PRKACA	VHL
GTF2H4	TAF11
NRBP2	PER3
TSGA14	TUBG1
ANK1	SPTBN2
FCGR3A	PIK3R1
TRAF6	KIT
CX3CL1	CXCR3
GRK6	CCR1
PRKCB	GNAS
PHB2	BTG2
CREB3	EP300
WNT2B	FZD8
FGF1	SPRY2
PRKCE	LOC646821
RPL28	RPS19
TP53	ZNF148
ACTA1	TLN1
HYAL2	MST1R
RPS6KA2	SRXN1
NUP98	DDX20
CCNT2	POLR2H
TNFRSF10A	IKBKG
RPL3	UBB
YWHAG	AZI1
GIT1	CLTA
PTPN2	VEGFA
TAF10	TAF6
RXRB	UCP1
PPP3R2	CALM1
RANBP2	KPNB1
JAK3	PRKCB
RPS2	RPS29
WNT7B	FZD9
PDGFB	MET
LYN	PLCG2
VHL	HIF1A
NTRK1	SH3GL2
RPS15	RPS4Y1
CARM1	RXRA
CCL15	MAPK1
APP	NUMBL
RXRA	PLIN1
CACNG3	CACNA1E
RPLP1	RPS9
RPS6KA2	MYT1
ERCC5	ERCC4
NFIA	POLR2E
CEP78	AKAP9
FBXO15	CUL1
CDK5	RPA1
YWHAE	CEP57
CLDN7	OCLN
PRKCZ	IRS1
TNF	SMPD1
GNB1	PTK6
IL6	MSR1
MTMR6	KCNN4
JAK2	HSAJ2425
PSMA3	PSMF1
ARPC5	ACTR2
SNCA	RAD23B
AGTR1	GNAQ
ARAF	MAP2K2
SQSTM1	IKBKG
GTF2H2	GTF2A2
UBQLN1	ANAPC2
PAAF1	ANAPC7
IL13RA2	JAK1
SOCS5	JAK3
MAP3K8	NFATC2
ITGB6	PRKCG
PPP1R3B	CALM1
IL2	HYAL1
CTGF	ITGB2
XCL2	CCR10
RAE1	SNRPE
RAB4A	RABEP1
DVL1	HAT1
RPL36	RPS13
TLR4	MAP3K1
SNRPC	SNRNP70
PHGDH	RBL1
MAPK8	ATF7
SOCS1	TYK2
IKBKB	CASP8
CXCL3	CXCR1
CSNK1A1	AXIN1
CER1	WNT9A
CCL20	CCR7
FGR	NPM1
MS	IL2RA
LYN	DOCK2
GRB2	IL2RG
IL3	PAK1
RAF1	TIMM23
TRAF6	MAP3K3
BTK	SRSF10
CSNK2A2	ANKRD1
PSMC1	PSMD10
UBR1	PSMD11
BMP1	TNC
CCL14	CCR8
POLDIP2	ERVK2
MPL	SOS1
PSMD8	UBE2D1
GTF2H1	GTF2A2
FGF9	JUN
FIGF	PRKCB
CALML6	PLCB1
COL11A1	ITGA11
CCNB1	ANAPC2
VWF	ITGB7
ERBB2	MAPK8
HCK	SNCA
HDAC6	HIST2H3C
NRAS	YWHAG
SHC2	MAP2K1
NLGN1	NRXN1
ZNF420	TP53
HFE2	BMP4
PSMD8	PSMD7
RPS16	RPS28
NR1H4	APOC2
BAMBI	TGFB1
TRADD	MAP3K1
GAB1	CRKL
POLR2D	GTF2H3
PRKAA2	TRIM24
MAP3K12	MAP2K4
PTPRJ	PLCG1
CSNK1G2	TP53
FGF22	JUN
STX1A	CACNA1F
JUND	MMP1
NGF	HRAS
PRKACA	PRKAR2B
ITGB3	SRC
CEBPB	TTR
TNK2	GNA12
SDCCAG8	FGFR1OP
PPP2R2B	RAF1
CREB1	POR
F10	F7
MTOR	INPP5K
EP300	NOS2
TYK2	PIK3CD
CACNG7	CACNA1C
PPM1B	CDK9
HNF4A	SMAD4
TACR2	GNA11
IL3	PRKACG
CHRM2	GNAQ
PRKAA2	CSDE1
PSEN2	NOTCH1
ESPL1	STAG1
NF1	NRAS
INS	FGFR1
MAP2K1	HSPA5
MAPK14	RPS6KA5
UBE4B	TP73
TFDP1	CCNB1
E2F2	ORC1L
NCOA1	MAPK3
UCHL5	PSMB4
GNAI2	SRC
GJA1	TUBA8
CXCL2	CCR1
TXK	VAV2
CXCL5	CXCR6
CTNND2	GDEP
ADRA1B	F2
RAC1	ABI1
HCK	BTK
STK3	HLCS
TUBA4A	CEP164
PSMC5	PSME4
XPA	ERCC3
SOCS7	OSMR
FANCB	FANCG
PF4	CXCR2
HSPA5	DNAJB1
BCAR1	RAP1B
WNT11	NFATC2
ERBB2	NRAS
IGHE	JUN
BTC	EGFR
WEE1	BRSK2
PRKACA	RAP1A
VPS4B	HGS
CCNE1	MYBL2
SGK1	HCLS1
HSPB1	PSMA2
GCKR	GCK
PSMB11	RAD23B
VAV1	RAC3
GNA13	GBF1
CDK4	SFN
EFNA3	EPHA3
STK3	EIF4ENIF1
CASP10	EIF4G2
NTF3	RIT1
MYC	GADD45A
NFATC2	GBP3
EIF2S1	EIF3A
GNG4	PIK3R3
VEGFC	IGF1R
CCL25	CCR5
PPARG	CPT1C
ITPR2	CALM1
ARAF	UBE3A
NUP155	POM121
PSMB1	PSMD10
SH3GL2	CBL
PRKCQ	JAM3
GRM7	GCC1
PRDX3	OXSR1
RPS2	RPS7
YWHAH	BRAF
NEK2	PLK1
FAS	RIPK1
RGS13	CXCL12
PPP2R5A	AXIN1
RELN	VLDLR
DAB2	ID3
CSF1R	SH3GL2
RPLP1	RPS27A
