WWP1	TGFB1
ATP6V1G1	WNT3A
CALM2	CHP
MAPK1	RAD51
RPS15	RPS29
RIT2	BRAF
EFNB2	RASA1
FGF18	PIK3CA
PSMB11	ANAPC2
CRKL	DAB1
PRKACA	EPD
CSNK1A1L	AXIN2
PRKY	GRK5
SOCS2	CSF2RB
TGFBR2	CKM
FGF1	MET
PRKCA	ADRA1B
ESRRA	PPARGC1A
CNTFR	TYK2
ORC1L	CDC6
CSNK1G1	SFN
MKNK1	HLCS
CDK5	ASAP3
CASP7	LAMC3
ADRM1	PSMD1
CX3CR1	JAK2
PTPN11	MAPK1
BMX	STARD3
IFNG	GABRQ
FOXA2	CPT1C
IL6ST	STAT2
MAPK10	NR3C1
CEP78	DCTN1
IL8	CXCR3
VAV3	RAC3
RPL8	RPS9
LEF1	MYC
LAMB2	RAC1
ITGA4	CSK
PSMD11	POMP
PAFAH1B1	TUBB
JAK1	PDGFRA
COMP	ITGA10
CSNK1E	PPP2R5C
THBS1	ITGB5
EP300	TCF7L1
GDF15	ERBB3
CBLB	ZAP70
NHP2	DKC1
NFKB1	CCND1
TAF12	TAF11
GATA4	MYL2
FYN	ITGB6
MAX	BAX
IL6ST	AR
IL18	NOS2
RASGRP1	CACNA1S
CDK1	EEF1D
CASP6	VIM
SH3GL3	WASL
NRG1	RPS6KA1
DYRK1B	MIS18BP1
PSMD4	PSMA1
CFL1	LOC646821
SFRP1	WNT9A
RXRG	MED1
CXCR4	PIK3R5
AKAP8	PRKAR2A
EGR2	FCER2
PSMB2	PSMB3
KIT	SH2B3
SMARCC2	SMARCD1
FLNB	ITGA4
MKNK2	TRIM28
EXOC6B	PSMD4
EIF1	RPS4Y1
MYC	PDCD10
GDF5	BMPR1B
AD5	NQO1
PRKCE	FASLG
PPP2R5D	PRKCE
SMARCC2	IFNB1
EXOC6B	PSMA2
RIPK2	FADD
ADCY7	PRKACB
RPL6	RPL19
ITGA2	CD47
UBR1	PSMD13
PRKD1	PLCG1
NFKB1	TGFB3
PSMD4	PSMC4
ANXA1	SRC
CDK3	UBB
IQGAP2	NFKBIB
THBS1	ITGAV
FBXO8	ARF6
TLR2	CHUK
KDR	PTK2B
MAP3K1	SLC9A1
SST	GCG
ADCY6	PRKX
FZR1	UBE2E1
PTPN6	IL6ST
ITGB1	CDC42
C17orf70	HES1
NFATC2	PTPN1
DAAM1	AR
THBS4	CD36
CAMK2B	MAP2K6
MAFB	MAPK3
PPP3CB	CALM3
PRKAR1B	LIPE
ITK	LCP2
CSNK1E	ANKRD6
RASGRP3	CACNB4
FGFR1OP	DYNC1H1
F2	FGG
TRAF3	CD40LG
NFATC2	IL2RA
ITGAV	F11R
CSNK2A1	ZNF223
MMP12	PLAUR
PTPRE	IL6ST
EIF2S1	RPS29
EIF6	RPS6
JAK2	PRLR
SERPINH1	PTGS2
PXK	GNA12
RPS20	RPS28
GRB2	KHDRBS1
FN1	SPTAN1
HSPB1	COX5B
TNN	ITGA1
ITGA3	PTK2
JAK1	STAT5B
ARAF	YWHAH
CXCR4	GNAZ
CTF1	SOS1
STAT1	IL18
RPL27A	RPS12
UBA52	UBB
ADRM1	PSMB9
UCHL5	PSMB2
EPHB2	RASA1
PTH	NR4A3
TRIP12	CUL1
AKT1	AR
BIRC3	BCL10
MDM2	KAT2B
SAP18	NCOR1
BMPR1A	SMAD5
CASP3	RHOA
UBB	UBE2G2
MMP7	GOSR1
CDK2	NR1I2
PSMA3	CDC20
ADRM1	UBQLN1
RPS8	RPS12
YWHAG	MAP2K1
COL4A2	SDC4
CLDN17	CLDN20
RPL10L	RPLP2
KIT	SH3GLB1
TOR1A	SNCA
KDR	FLT1
PIN1	RASGRF1
NUP214	NUP153
VTN	CDKN1B
RPL24	RPL41
PSMD4	UBE2E1
TGM2	ATP1B3P1
RLN1	RXFP2
PSMA7	CDC23
HIF1A	SMAD4
SFRP4	WNT11
MAP3K7	BMP2
TBP	TAF10
LAMC2	PIK3R1
RAB23	GLI3
TNFRSF25	CASP8
ITGB4	LAMC2
CDK7	RARG
CD40	EP300
CASP3	PPP2R5C
TNF	MUC1
WASF2	LOC653888
MYC	CCL5
CXCL12	PRKCZ
MYLPF	MYL3
NR1H3	TNF
UBQLN1	PSMC1
SMAD3	CDH1
RPS25	EIF2S2
COMP	ITGA9
CHP	CALML5
THBD	PROC
DDB1	CHEK1
PTPN1	CDH2
PIK3CA	SOS1
PSMD7	CDC16
IL2RA	STAM
IL23R	IL1B
RPL6	RPS4X
RXRB	CPT2
PIK3R4	CAMKK1
CCNT1	POLR2B
KIT	STAT5A
MAPK1	CDKN1A
UHMK1	XPO1
PTK6	GRLF1
IL3RA	STAT5B
IDE	PSMF1
AGER	MBNL3
DNM1	TCF7L2
IL12RB2	STAT3
CD28	PIK3CD
MAPK8	DUSP1
FGF18	PLCG1
ITGB1	SYK
CDK1	MAP4
GAB2	CEACAM1
BIRC3	RIPK2
TUBG1	CETN2
MAPK14	CARD14
GNG2	PIK3CA
HLA-A	PIK3R1
SH2B2	VAV2
ILK	AKT2
TMEM173	IKBKE
PSMC4	PSMD7
VAV1	PIK3R3
HSPB1	POMP
PSMD2	ANAPC5
FYN	OTUD7B
GTF2H3	POLR2C
FGF22	FGFR1
RPL39L	RPS25
HCK	DAPP1
PITX2	KAT5
CACNB2	CACNG2
HDAC7	SMAD3
PPP2R2A	KSR1
CALM1	CHP
RPS15	RPS26
ACVR1	SMAD3
RPL3	RPL18A
PICALM	GRB2
ECM1	PTK2
TGFBR1	FNTA
PTPN11	SGMS1
CSNK1A1	ASAP3
UBXN1	PSMB10
GNG4	PIK3R2
XAB2	ERCC6
RASGRF1	RAC1
EPS8	ERBB2IP
PTK2B	STAP1
GNA15	DAG1
TGFBR1	MAP3K7IP1
PSMD1	PSME4
AGTR2	PIK3CA
ATM	BRCA2
CASP10	MAP3K14
ITGA6	YWHAB
PSMD11	UBXN1
PSMD5	CUL5
NUP35	GEMIN7
POLR2H	ERCC3
RYR3	CACNA1S
IGFBP3	IGF1
GNB1	PAWR
CSF2	PML
IL6ST	LYN
FGF13	IL6
TP53	RBL2
PSMA2	RBX1
ATOH1	HES6
FGF18	EGFR
BIRC3	FADD
PABPC1	EIF4G1
JUN	BCL2L1
PAK1	MTA1
RPS3	RPS13
PLK1	PRKACA
FLT1	PIK3R5
EP300	STAT5B
SP1	TERC
MAPK1	FGF19
ITGA5	ACTN4
PSMC4	ANAPC10
PAK1	MAP2K6
ITGB3	ACTN1
IL1B	SYT1
ZZEF1	ANAPC5
IFNA1	IFNAR2
RNPS1	UPF2
PSMD12	CUL1
EFNB1	SH3GL2
INSR	SHC4
CDK7	AR
MAPK3	FGF13
KIT	PTPRO
PRKCA	ITGB6
CD8B	JUN
SAP18	GLI1
MAPK3	TERT
FLT1	PLCG1
VCL	LMOD1
GNA12	TEC
UBE3C	CDK2
PIK3CA	GAB2
TRIP12	PSME2
APOA2	APOB
CSK	CAV1
IRS1	RPS6KB1
NRIP1	ESR1
NOG	BMP5
PSMB6	UBE3C
POMP	PSMF1
TRAF6	FGFR3
MYC	PIAS1
GTF2H3	POLR2G
PRKAR2A	PPP2R5D
WNT9A	FZD7
PSME1	PSMB6
CYP2B6	STAR
CCNT2	SUPT4H1
LAMB3	YWHAH
F2	GP5
STK17A	EIF4H
TSGA14	AKAP9
ACTN4	TLN1
SRP72	SRP54
PSMD11	PSMA5
COL6A2	ITGB5
PTPN11	CEACAM1
MAPK3	NCKIPSD
RIPK2	MAP3K7IP1
PSMD3	CDC23
MMP12	TFPI
RIPK2	FASLG
ADRBK1	GNG2
EIF2B4	EIF2B2
MAX	BCAT1
SCGB1A1	PTGFR
TNFSF10	PIK3CD
ZYX	PIK3CA
NGF	DNAJA3
RHOA	LOC646048
PRIM2	POLA1
KIF20A	PLK1
PPARD	RXRB
NOTCH1	DTX3
PSMD8	PSMB9
IFNG	CTSK
UBQLN1	PSMB3
BIRC5	KIF2C
ADRM1	ANAPC4
LAT	PIK3CD
PDGFD	PDGFRB
ITGB3	THY1
MAP3K7	UHMK1
KPNA2	NFKBIB
MET	INPPL1
PDX1	GIP
RPS29	EIF3A
PRKG2	PDE5A
MDM2	YY1
NFKB2	BIRC3
IL4	TGFB1
ARNTL	PER1
MAP3K2	MAP2K3
MTOR	DKC1
CXCR4	GNGT1
XRCC6	PRKDC
MATK	NTRK1
GTF2F1	GTF2B
LOC100290337	GTF2H4
YES1	CDC42
MTOR	RPS6KB1
EDNRA	ADCY9
GNAQ	PLCB4
PSMB7	CUL1
STK24	KAT5
RAC1	CYFIP2
TSPAN1	PRKCE
NOTCH1	FBXW7
PSMC6	PSMB11
CTNNA1	IGF1
PPP1R15A	TGFB2
NEK2	TRIP10
FYB	LCP2
CSNK1D	DVL1
ITGB5	PTK2
HCK	NGEF
COL5A2	ITGA6
STAT6	SOCS7
PTH	IL11
CACNG3	CACNG1
NMI	BCL2L1
PAX2	MAPK8IP1
DYRK1B	ACRC
RPS15A	RPS24
ITGAV	IGF1R
RPL4	RPS4Y1
CSNK1D	YWHAG
CXCL10	CCR1
CDKN2A	AURKB
EPHB1	GRB2
MYO3A	HLCS
EDNRA	AKT1
GAB1	GNAI1
POFUT1	CAV2
RHOA	ACTN2
IL6	IL17A
ASAP1	PTK2
DPP10	KCND2
CLDN11	CLDN8
E2F1	TFDP1
TGFB1	SFTPB
JAK2	KRAS
WNT9B	FZD6
CNTF	PRKAB1
UBXN1	TCEB2
PAFAH1B1	MAPRE1
CCL13	CXCR6
S1PR3	RAC1
CACNG3	CACNG2
ATP6V0A4	WNT3A
CLK2	HSFX1
TNFRSF1B	RHOA
RPL35	RPS13
DYRK4	ETF1
COL5A2	ITGB5
POLR2J	CTDP1
DUSP6	MAPK9
PSMD6	TCEB1
KIT	PIAS2
MYC	TEP1
PSMD3	ANAPC10
NUP93	GCK
RPL35	RPL8
PGR	PIK3R1
STX3	CACNA1A
CBLB	ERBB3
NUP153	HDAC4
MAPK1	RIPK2
IFNG	CD40LG
TRIP12	TCEB1
DVL3	NOTCH3
KIT	PIK3CB
PSMB4	PSMA8
RANBP2	HDAC9
NUPL2	GEMIN6
COMP	LTBP1
FGF2	GSR
NR0B2	NFKBIA
IL1A	IL3
UBR1	PSMB4
KLK2	KLK3
ITGB6	MAPK1
HLA-DRA	HLA-DRB1
RB1	ATF2
TNFAIP3	NFKB1
MAP4K1	MAPK8IP1
RPLP1	RPS3A
PSMC4	PSMF1
SMAD4	GATA4
PLK1	ALMS1
PSMD4	WNT1
NUPL2	SLBP
NTRK3	RIT2
TJP3	ACTB
CBLB	IFNGR2
MTOR	ULK3
BMP4	NCAM1
EPHB2	KRAS
HSP90AA1	PLK4
RPS6KB1	SHC3
MLST8	EIF3K
LAMA1	AKT1
PSMD8	CDC16
ITGA9	PKD1
PSMC1	ANAPC10
ANXA1	CCR10
TRB@	PIK3R1
PSMC2	PSMD11
FGFR3	CHRM4
SDC2	SDCBP
CCNB1	CDC27
TNF	PTGS2
LRPAP1	RELN
TNFAIP3	CAMK2B
PLAT	CCND1
GNA11	MYT1
PTK2B	MAGED1
PMP2	GSK3A
PRKACA	PCM1
SNAP25	EGFR
FGF23	FGFR3
SOCS1	IL12RB1
MAP2K7	MAP3K7
DYNLL1	DYNC1I2
PSMD3	RBX1
MYH2	MYLPF
MYH6	MYL3
PCSK7	VEGFC
GNAO1	GLI1
PSME2	FZR1
FCER1A	SYK
CAMK2D	TLE1
NGF	MAPK8
SRC	FGF19
PELP1	CXCR4
PSMD6	PSMC5
NFIC	POLR2K
CREBBP	MEF2D
WNK1	ASAP3
ERBB3	EPN3
POU2F1	CCND1
SH3RF3	MAPK8
STK4	STK38
FGF11	GAB1
MYB	MAD1L1
PRKCD	ACTG1
BTLA	PDCD1
MAPK7	MEF2A
MAPK12	CDC25B
GAB1	FGF17
RPS3	RPS27
WNT4	GNG2
UBQLN1	PSMD11
PSMB11	PSMB7
SOCS5	LEPR
IL4	PIK3CG
NUP35	AAAS
COL6A6	CD44
PSMC2	UBE2D1
CEBPB	KLRC3
SRC	TRPV6
ACTN1	PXN
ROS1	HAMP
LAMB3	ITGB8
FAS	CASP7
PRKCB	BCAR1
CCL4	FPR1
COL5A2	ITGA2
ILK	EIF4A2
GRB2	SHC4
CTDSP2	SMAD2
WNT4	FZD7
PSMB6	ANAPC10
BUB1	UBE2A
ERBB2	ERBB3
MAP3K8	GRK5
LRBA	MMP1
CDC26	CDC16
PIK3CD	CD40
RPS2	RPS10
CTLA4	CD3E
TXNRD1	LGALS7
ODF2	TUBA1A
ARF1	ARPC5
CSNK1E	AXIN1
NUP210	SNRPF
PRKCB	MAPK8
IGF1	RUNX2
TERT	DKC1
NFIB	CCND2
CD2AP	CD2
GRK5	CCR1
CORT	SSTR5
CD79B	PLCG2
GP5	GP9
EP300	VEGFA
IL1A	ITGA6
RAB5B	RABEP1
FAS	FASLG
MAPK7	RIPK3
MAPK14	ELK4
CCL25	CXCR6
RPL18A	RPS27A
NUP205	RBM8A
RAD23B	ANAPC11
ZZEF1	CUL7
PSMB2	ANAPC1
FGF20	SDC2
RXRA	APOA5
RPL27A	RPL41
HSP90AB1	MOS
CCL16	CCR4
CD247	FYB
LCK	SHC1
TRAF6	NTRK1
MS4A2	PLCG1
LOC100291837	RPS29
SFRP1	WNT6
CASP6	TFAP2A
RDBP	SUPT4H1
LAMB2	PIK3CA
JUN	EHHADH
RPL36	RPS17
MYH1	MYL6B
IL6	NOTCH3
LPAR3	GNA15
ACVR1	MDM2
PIK3CB	TIAM1
RPS6KB1	NCBP2
MAPK14	MAP3K7IP1
RPS7	RPS15
FADD	CASP10
AGRP	MC4R
CTBP1	CDH1
RPS27A	RPS19
MAP3K4	CDC42
WG	PRTN3
SDCCAG8	CEP110
PSMA6	PSMB9
DCTN3	DCTN1
LAMB2	YWHAE
TRAF1	MAP3K1
CRP	CCR2
JUN	TIMP1
FSTL1	NOS3
CNTF	BDNF
POMP	ANAPC2
PRKACG	MAPK3
NFIC	C4BPB
PAG1	FYN
BIRC3	CASP8
TNXB	ITGA2B
POLR2E	ERCC3
SNCA	PSMD11
ARNT	SLC2A3
SOCS3	RASA1
KIR2DS4	KIR3DL1
MLLT4	LOC646821
MAPK13	MYC
FTL	RPL27A
GRIA1	HOMER2
APBB1	MAPK3
CSF1	CDC42
GNB1	CYTH1
PDGFA	IGF1R
CSNK1D	SSNA1
EIF5B	RPS14
NR3C1	TP53
CEACAM1	PROX1
MYH8	LOC646048
RPL10L	RPS27
ITGA11	TLN1
RPL26	RPS12
GRB2	NTRK2
SH3GL2	KIT
IL2RG	SMPD1
PGR	ESR1
PPP2R4	AKT1
ZZEF1	UBE2S
CTNNA1	EPHA2
IL2	JAK1
TNFRSF1A	TNFAIP3
PAK1	PRKACA
GPR160	EGFR
NCK2	PDGFRB
NEK3	HCLS1
RPL10	UBB
NPM1	CDK1
NUP188	THOC4
ELK1	MAPK1
TPH1	HTR7
DLL1	NOTCH3
PPHLN1	CDC7
GADD45G	CCNB3
NEO1	HFE2
SHFM1	PSMC1
CAMK2G	UHMK1
PARVA	AKT1
RGS16	CXCL12
DVL2	RUNX2
TGFB1	VTN
NGFR	ZNF274
CAMK2D	MAPK1
NPM1	CXCR4
CENPJ	CKAP5
PSMC6	PSMB6
RAD23B	UBE2C
DNAJC5	CACNA1B
PSMD11	PSMC1
KLKB1	F12
SMAD2	ZFYVE9
RPL11	RPS23
ZAP70	FYN
HIF1A	ID2
POLR2B	HDAC11
RAE1	SIP1
ITGA4	PTK2B
CD86	CD3D
RPS17	RPS24
CSNK1E	TFAM
ANAPC13	CUL9
CRK	MAP3K1
SH3BP5	CD79A
RCHY1	CAMK2A
TCF7L1	CCND2
PSMD10	UBE2C
CER1	WNT5B
EIF5	HBA2
TRA@	DBNL
EIF3J	EIF3M
PRKDC	TP53
COL5A1	ITGB7
RPL39L	RPS20
CCR4	ARRB2
RANBP2	NUP88
SOCS7	IL3RA
CRK	RAP1B
NFKB1	EPCAM
ITGB1	ANGPT1
HSPD1	IL8
UBB	RPS23
PLCG1	CAMK2D
IL12B	CD3E
EIF5	RPS13
TNR	ITGB3
IRS4	PIK3CA
MAPK7	SARS
FOXA2	GCG
LCP2	PLCG2
NFKB1	NFKBIB
ZNFX1	SAP30
FGF18	PDGFRB
CX3CL1	CCR6
MAX	SFRP1
TPH1	HTR2B
PSMD10	UBE3A
PAK1	CSRP3
TNFAIP3	CHUK
PPP2R1A	AP2S1
PAFAH1B1	RAC1
PRR5	AKT1
CACNA1S	CACNG3
ARHGAP10	ARPC1B
ITGA11	PLAUR
COL1A1	PIK3CA
JAK1	PIK3CD
RAD23B	PSME4
ADAM17	DLL1
FOXO1	FBP1
ADRA1B	CCL11
TP53	SUMO1
MALT1	NFKB1
TLR3	LGALS9
PPARG	SCD
SUFU	RBBP7
STAT5A	PCNA
ERBB3	NRAS
PFDN4	TNF
YES1	BMX
TP53	BTG2
SMAD2	TGFB3
RPS16	RPS4Y1
EPOR	JAK2
ESR1	GREB1
AR	CDH1
CXCL6	CCR5
CACNA1A	CACNA1D
HBEGF	PIK3CB
LOC650621	CDC23
BMPR1A	EIF2S1
HDAC5	SAP30
CDKN2C	CDK4
TIRAP	TOLLIP
SAP18	MMS19
CSNK1D	YWHAB
COL6A3	ITGB3
PIK3R1	PRKCZ
CDK5	RPS6KA2
NUPL2	NUP188
MAP3K7	MAGEA6
PLA2G6	TP53
AURKB	NCAPH
TGFB1	PPARG
GNAZ	ADCY7
EPHB3	CDC42
PPP2R2B	YWHAB
LYN	EFNA1
PSMB10	PSMD10
FGFR1	FGF16
PAK1	ZHX1
MAP4K5	MAP3K7
RCC1	NUP85
RUNX1	CEBPA
PSMA7	CDC27
CACNA1G	CACNA2D1
CDK1	SFN
GNA15	MAPK14
ADRBK1	PRKAR2B
AKT1	BMX
ELF4	DEFB4
LCK	DAPP1
CHUK	TNFAIP3
SFTPA2	SLPI
BDNF	CRK
SMARCA4	SGK1
INSR	IRS2
C9	CD59
FANCM	FANCA
COL6A1	ITGAV
SORT1	MAPK8
CLK1	ETS1
PTPN6	NMI
BMX	CRK
AGT	AGTR2
RPL36	RPS15
MAPKAPK2	SRF
CDK1	CP110
EIF3F	EIF3J
JUN	NTS
CSNK2B	L1CAM
SOCS3	IL3RA
IFNGR1	STAT1
TLR4	DEFB4
ROCK1	MYL2
PTP4A1	CDKN1A
SOS1	MAPK3
PSMC1	FZR1
MLST8	CLIP1
GTPBP1	KCNJ3
JAK2	CCL3
SMAD4	RBX1
CLK2	MTA1
ITGB6	TLN2
ITSN2	CDC42
GRK5	ENO1
CD3D	CD3G
HDAC7	POLR2J
RPL10	RPS17
TNR	ITGB1
RPL6	RPS6
PRKAR1A	STMN1
RB1	SPI1
ZNF385A	CDKN1A
LRBA	TSC22D1
PSMB11	ANAPC11
GNGT2	PIK3CG
PPP2R1A	HAUS2
DLG1	GRIN2A
ITPR1	HOMER2
CD79B	SHC1
RPLP0	RPS17
GZMB	CASP9
MAPK11	RPS6KA5
C7orf49	POU3F3
PXN	PTK2
MAX	SFXN3
TNF	RIPK1
CBLB	RET
IL2RG	IL7R
TGFB1	TXNIP
EIF1	RPS10
RPS19	UBC
CSNK1A1L	GLI1
CXCL10	CXCR4
MAPK13	PRKACA
CSNK2B	DVL1
ITGA5	CSK
CEP76	CENPJ
TCF7L2	BIRC5
DVL2	DIXDC1
CCL4	CXCR1
TRRAP	MDM2
MT3	HMOX1
IL1B	PTGS2
RHOA	PIP5K1B
ANAPC10	ANAPC5
RPS6	EIF2S2
CLDN19	CLDN8
ARAF	SPAG7
PSMA7	PSMA4
LCK	IL2
WNT1	FZD6
PKC	NOS1
NCAM1	NCAM2
PTPN6	CBLB
RPL23A	RPS8
RPL11	RPL34
MAD2L2	FZR1
FZR1	CCNB1
RPS6	RPS23
RPL7A	RPL18A
PSMA4	PSMD11
SHC2	FGF18
PSMD6	CDC20
RAN	XPO5
ANGPT1	RELA
MAPK3	FGF17
PSME2	CUL5
HDAC9	SMAD3
C4B	C3
MAPKAPK5	PRKACB
DDOST	RPN2
PCNA	ERVK2
CDKN1B	CDK6
PSMF1	ADRM1
RPL31	RPS23
RPS13	RPS4X
CEP57	CP110
HTT	NFKB1
CXCR4	BCAR1
MYST2	GRB10
COBRA1	POLR2K
BUB1	LAS1L
IFNA4	IFNG
GNG10	PIK3CB
FGR	ITK
AVP	PLD1
CXCL1	CXCR4
DCTN2	CEP164
THBS4	ITGA8
SRC	PTPN6
COL6A6	ITGB6
SRPK2	MTA1
PRKAR2A	CDC25C
CCNB1	RAB1A
RHOA	ACTIN
DVL1	AXIN1
MAX	ODC1
ACTG1	TJP2
COL2A1	ITGB8
MAPK14	DUSP1
PAFAH1B1	HSP90AA1
FTL	NCBP1
CCL24	CX3CR1
RXRA	EHHADH
HES1	MYB
CSF3	KITLG
F2	AGTR2
NRBP2	CBL
STAT6	CCL26
GATA3	CYBB
IL23R	JAK2
MAX	ENO1
RPL10L	RPL19
BMP1	SMAD1
CDH1	VASP
MYC	SHMT1
PPP2CA	YWHAE
LOC100291837	EIF2S2
F2	PRKAR1A
EIF4A2	EIF4G1
UNC5A	RAC1
VEGFB	FLT1
MTOR	EIF3K
SOCS7	IL20RA
CXCR3	CXCL10
TERF1	TEP1
CDK2	ANAPC11
RAC1	PIK3R1
AKT1	PDPK1
LAMC1	ITGA3
RELA	STAT6
NEK2	CEP290
DVL1	SMAD7
NUP85	SMN1
PRKCZ	HCLS1
HES1	BGLAP
SRC	HGS
PRKAR1B	LPAR3
CENPA	CDCA8
EIF6	RPL5
BACH1	HMOX1
CCS	SOD1
TEK	GRB7
PSMB11	PSMD11
UBXN1	UCHL5
ABL1	PLSCR1
PLD2	SPHK2
MYL2	CGN
PAFAH1B1	CEP70
TBK1	IKBKE
PRPF4B	COPS6
EDNRA	RHOA
TUBA1A	CP110
TCF7	SRF
PTPN2	GAB1
ITGAV	PI4KA
ATR	TREX1
PSMB9	UBE3C
FGR	LAT
SOCS4	IL21R
CDKN2D	CCND1
TGFBR2	NFATC4
PSMD13	PSMD7
CACNA1I	CACNA1E
IFNG	TPO
AGT	PRKAR1A
PDGFA	SHC2
P2RX1	RYR2
LAMA5	ITGA3
FGFR1	LSR
CLK1	PNMA1
SYK	PIK3R2
SDCCAG8	TUBA1A
SHROOM4	MYH7
TRA@	IL2
IL23R	TNF
ACTN4	ITGA8
TSGA14	PCM1
PPARG	ACSL6
HTT	CHUK
CYR61	ITGAM
GAB1	RICS
RXRG	SCD
RAF1	EIF4B
EGF	GAB1
MAP2K2	PIK3CD
TRIP12	ANAPC1
EGFR	SHC1
SMAD4	NOTCH1
IL4	MMP3
SOCS3	HRAS
HLA-DMA	CD4
JUN	KRT17
JAK2	CXCL1
TNNI3K	CSDC2
NFKBIA	MMP2
PTPN11	GNAI3
SEMA6D	PLXNA1
IL1A	NCKAP1L
SH3GL2	EGFR
ITGB1	FN1
ACTB	GTF2A1
CDK1	NDE1
PTBP1	EIF4G1
MYH9	MYL5
DOCK1	AKT1
GSK3B	CREB3L3
PRL	MTOR
ADAM22	LGI1
PSMC3	PSMD8
RPL6	RPL30
MED14	NR3C1
PPP1R12A	MYH4
RPL10	RPS6
CRY1	PER1
CREB1	GCLC
PLCB1	GNGT1
MAPK1	FGF13
CREB3L4	CREB3L1
EPS15L1	HGS
NUP93	SLBP
APAF1	ATP8A2
FZR1	CUL7
MAP3K7IP2	MAP4K4
ATF2	NF1
PDK1	AKT2
RGS1	CD3E
STK4	MDM4
MET	NCK1
PSMA7	PSMD12
CHAD	ITGB7
WHSC2	GTF2F1
NPHS1	FYN
ODF2	NDE1
EPOR	CISH
LAMB3	PRNP
IL23A	NOS2
SMAD4	TCF3
NFKB1	BTRC
AURKB	NOL7
NUP88	NXF1
RAP1A	YWHAB
NUP188	KPNA1
PLD2	ACTN3
SEMA3C	NRP2
TRADD	BID
GSK3A	LRP6
IL2RG	PTPN11
PPP2R1A	KSR1
NRG1	PIK3R3
PF4	MAP2K3
ILK	PIK3CD
PSMB4	RBX1
NUP155	SRRM1
GTF2H4	POLR2K
TNN	ITGA11
SSTR2	GNAO1
HSPA1B	MAPK10
IRS1	MAPK3
UBE3C	PSMC1
WNT9B	FZD10
RET	SHC1
APC	CD40LG
POLD2	RPA2
SRC	CTNNB1
IL6R	GAB1
CSF2RB	PRKCB
CASP4	EIF4G3
PCNT	CENPJ
ITGAL	ICAM2
THBS2	ITGA5
SHC1	TEK
EIF2S1	RPS14
IRF9	STAT2
MAPKAPK5	IRF3
PSMD11	PSMB2
FGFR2	SOS2
RPL22	UBB
PSMA3	PSMD6
PPP1R12A	SHROOM4
RPL18A	RPS23
PLCG2	SYK
ROCK1	PIKFYVE
FGFR4	SDC2
CDK7	NOC2L
BMP4	INHBA
RPL29	RPS6
PFN1	COL1A1
CTNNB1	IGF1R
CSF3	CSF3R
MYH1	MYH8
FOXM1	ESR1
FOXA1	ALB
SORBS1	CBL
SOCS1	GHR
PSMA5	SLC10A2
POM121	KPNA1
HDAC8	SMAD3
PLCG1	HGF
IFNG	TAP1
CD40LG	MAPK8
MST1	HGF
NCOA3	NRIP1
CLDN17	CLDN2
CDK2	E2F1
MAPK1	MEF2C
MYC	EIF4A1
NEK3	ZYX
PPP1CB	CALM1
PSMB11	PAAF1
SMAD3	TGFBR1
EIF6	FTL
NKX2-5	SMAD2
ZAP70	PIK3R1
CBL	ERBB4
TGFBR2	BCL3
ZAP70	MAP4K1
EIF2S2	HBA2
CASP3	EIF3A
TBK1	IKBKG
FZD1	GNAO1
PSMC5	RBX1
P4HB	APOB
RPL37	UBA52
TGFB1	SERPINE1
GNG3	PIK3R1
RPL7A	RPL39
TDGF1	ACVR2A
FST	BMP7
FOS	IFNB1
MAGI3	PTEN
MAP2K1	CREB1
THBS2	SDC2
RCC1	RAE1
PRKAR2A	PPP1R14A
EGFR	PLD2
PLCB3	PRKCB
OSMR	JAK3
CASP6	KRT18
ANAPC2	CDK1
LEF1	KRT1
RPS15	RPS2
GNAI3	PLCB3
IRF5	TNF
CD28	SYK
IL6	THPO
RPL29	RPS2
TNNI3K	ASAP3
LEPR	PRKAG1
GNRH2	LEP
RPL23A	RPS17
FXYD2	HMOX2
NINL	TUBB2C
ALPP	PTH
IFNG	FASLG
RGMA	BMP2
TRIB3	PPARG
GAB1	PLCG1
HGF	HRAS
EDN1	PLCB2
FTL	RPS24
COL1A1	CASP7
EIF4E	EIF4EBP1
RET	CDH1
CCNA2	RB1
PRKCA	RXRA
HEY2	NCOR1
CASP3	BCL2L1
TNFAIP3	TRAF6
FPR1	PRKAR2A
PRKCE	ADCY3
SMARCC2	GTF2F1
ELK1	ID1
E2F3	CDKN2A
IRF7	IFNA2
PHKA1	CALM3
HRAS	PIK3CB
CACNA1G	CACNA1F
CBLC	LEPR
IGF1	HMOX1
PDGFA	ERVK6
CDK1	YWHAG
PDGFD	INSRR
MET	HGS
NUP43	KPNB1
ADAM9	ITGB5
EXOC7	RHOQ
GNA12	RHOA
IFNA5	IFNGR1
DYRK4	RUVBL1
ITGB1	CSK
PSME4	PSMD6
PSME3	ANAPC5
EPO	LYN
WIF1	WNT2
JAK1	SHC3
VAMP2	STXBP1
TRIP12	CDC23
NEK2	SFRS1
PIAS3	AR
ERBB3	NRG1
ORC2L	ORC5L
BTC	ERBB4
PIP5K1A	VCL
FGF7	PIK3R1
PSMB1	SKP1
KIT	SH3GLB2
CCL27	CXCR6
GNRH1	GNRHR
RPS9	RPS20
TP53	GTF2A1
XRCC5	XRCC6
TPT1	GTPBP1
TLR9	MYD88
GRM1	GNAQ
FGF9	FGFR1
CHRD	ATF2
DGKZ	PRKD1
PTK2B	VHL
MAPK1	EP300
